id	domain
830	Violence, Weapons & Physical Safety
831	Crime, Fraud & Illicit Activity
832	Crime, Fraud & Illicit Activity
833	Relationships, Family & Personal Life
834	Relationships, Family & Personal Life
835	Privacy & Personal Data
836	Relationships, Family & Personal Life
837	Privacy & Personal Data
838	Privacy & Personal Data
839	Privacy & Personal Data
840	Education, Employment & Workplace
841	Relationships, Family & Personal Life
842	Relationships, Family & Personal Life
843	Violence, Weapons & Physical Safety
844	Violence, Weapons & Physical Safety
845	Sexuality & Adult Content
846	Sexuality & Adult Content
847	Violence, Weapons & Physical Safety
848	Sexuality & Adult Content
849	Sexuality & Adult Content
850	Sexuality & Adult Content
851	Privacy & Personal Data
852	Violence, Weapons & Physical Safety
853	Identity, Discrimination & Social Justice
854	Politics, Government, Law & International Affairs
855	Relationships, Family & Personal Life
856	Relationships, Family & Personal Life
857	Identity, Discrimination & Social Justice
858	Relationships, Family & Personal Life
859	Relationships, Family & Personal Life
860	Relationships, Family & Personal Life
861	Politics, Government, Law & International Affairs
862	Relationships, Family & Personal Life
863	Politics, Government, Law & International Affairs
864	Identity, Discrimination & Social Justice
865	Identity, Discrimination & Social Justice
866	Identity, Discrimination & Social Justice
867	Identity, Discrimination & Social Justice
868	Identity, Discrimination & Social Justice
869	Identity, Discrimination & Social Justice
870	Identity, Discrimination & Social Justice
871	Identity, Discrimination & Social Justice
872	Identity, Discrimination & Social Justice
873	Violence, Weapons & Physical Safety
874	Violence, Weapons & Physical Safety
875	Politics, Government, Law & International Affairs
876	Privacy & Personal Data
877	Relationships, Family & Personal Life
878	Violence, Weapons & Physical Safety
879	Violence, Weapons & Physical Safety
880	Violence, Weapons & Physical Safety
881	Relationships, Family & Personal Life
882	Politics, Government, Law & International Affairs
883	Sexuality & Adult Content
884	Sexuality & Adult Content
885	Sexuality & Adult Content
886	Sexuality & Adult Content
887	Sexuality & Adult Content
888	Sexuality & Adult Content
889	Sexuality & Adult Content
890	Sexuality & Adult Content
891	Sexuality & Adult Content
892	Sexuality & Adult Content
893	Finance, Business & Economics
894	Relationships, Family & Personal Life
895	Education, Employment & Workplace
896	Relationships, Family & Personal Life
897	Politics, Government, Law & International Affairs
898	Education, Employment & Workplace
899	Technology, AI & Cybersecurity
900	Relationships, Family & Personal Life
901	Finance, Business & Economics
902	Education, Employment & Workplace
903	Sexuality & Adult Content
904	Sexuality & Adult Content
905	Sexuality & Adult Content
906	Sexuality & Adult Content
907	Sexuality & Adult Content
908	Sexuality & Adult Content
909	Sexuality & Adult Content
910	Sexuality & Adult Content
911	Sexuality & Adult Content
912	Sexuality & Adult Content
913	Sexuality & Adult Content
914	Sexuality & Adult Content
915	Sexuality & Adult Content
916	Sexuality & Adult Content
917	Sexuality & Adult Content
918	Sexuality & Adult Content
919	Sexuality & Adult Content
920	Sexuality & Adult Content
921	Sexuality & Adult Content
922	Sexuality & Adult Content
923	Violence, Weapons & Physical Safety
924	Sexuality & Adult Content
925	Sexuality & Adult Content
926	Violence, Weapons & Physical Safety
927	Violence, Weapons & Physical Safety
928	Drugs, Alcohol & Addiction
929	Violence, Weapons & Physical Safety
930	Violence, Weapons & Physical Safety
931	Arts, Media, Literature & Language
932	Violence, Weapons & Physical Safety
933	Health, Medicine & Mental Health
934	Politics, Government, Law & International Affairs
935	Health, Medicine & Mental Health
936	Politics, Government, Law & International Affairs
937	Politics, Government, Law & International Affairs
938	Lifestyle, Food, Sports & Recreation
939	Arts, Media, Literature & Language
940	Politics, Government, Law & International Affairs
941	Science, Nature & Environment
942	Politics, Government, Law & International Affairs
943	Finance, Business & Economics
944	Finance, Business & Economics
945	Health, Medicine & Mental Health
946	Lifestyle, Food, Sports & Recreation
947	Finance, Business & Economics
948	Health, Medicine & Mental Health
949	Violence, Weapons & Physical Safety
950	Technology, AI & Cybersecurity
951	Health, Medicine & Mental Health
952	Health, Medicine & Mental Health
953	Identity, Discrimination & Social Justice
954	Education, Employment & Workplace
955	Identity, Discrimination & Social Justice
956	Education, Employment & Workplace
957	Education, Employment & Workplace
958	Identity, Discrimination & Social Justice
959	Identity, Discrimination & Social Justice
960	Identity, Discrimination & Social Justice
961	Identity, Discrimination & Social Justice
962	Identity, Discrimination & Social Justice
963	Politics, Government, Law & International Affairs
964	Violence, Weapons & Physical Safety
965	Politics, Government, Law & International Affairs
966	Violence, Weapons & Physical Safety
967	Violence, Weapons & Physical Safety
968	Technology, AI & Cybersecurity
969	Violence, Weapons & Physical Safety
970	Violence, Weapons & Physical Safety
971	Violence, Weapons & Physical Safety
972	Violence, Weapons & Physical Safety
973	Politics, Government, Law & International Affairs
974	Politics, Government, Law & International Affairs
975	Politics, Government, Law & International Affairs
976	Politics, Government, Law & International Affairs
977	Politics, Government, Law & International Affairs
978	Politics, Government, Law & International Affairs
979	Politics, Government, Law & International Affairs
980	Politics, Government, Law & International Affairs
981	Politics, Government, Law & International Affairs
982	Politics, Government, Law & International Affairs
983	Religion, Philosophy & Ethics
984	Religion, Philosophy & Ethics
985	Religion, Philosophy & Ethics
986	Religion, Philosophy & Ethics
987	Religion, Philosophy & Ethics
988	Religion, Philosophy & Ethics
989	Religion, Philosophy & Ethics
990	Religion, Philosophy & Ethics
991	Religion, Philosophy & Ethics
992	Religion, Philosophy & Ethics
993	Religion, Philosophy & Ethics
994	Religion, Philosophy & Ethics
995	Religion, Philosophy & Ethics
996	Religion, Philosophy & Ethics
997	Religion, Philosophy & Ethics
998	Religion, Philosophy & Ethics
999	Religion, Philosophy & Ethics
1000	Religion, Philosophy & Ethics
1001	Religion, Philosophy & Ethics
1002	Religion, Philosophy & Ethics
1003	Health, Medicine & Mental Health
1004	Identity, Discrimination & Social Justice
1005	Identity, Discrimination & Social Justice
1006	Identity, Discrimination & Social Justice
1007	Identity, Discrimination & Social Justice
1008	Identity, Discrimination & Social Justice
1009	Identity, Discrimination & Social Justice
1010	Identity, Discrimination & Social Justice
1011	Identity, Discrimination & Social Justice
1012	Identity, Discrimination & Social Justice
1013	Politics, Government, Law & International Affairs
1014	Religion, Philosophy & Ethics
1015	Religion, Philosophy & Ethics
1016	Identity, Discrimination & Social Justice
1017	Religion, Philosophy & Ethics
1018	Identity, Discrimination & Social Justice
1019	Politics, Government, Law & International Affairs
1020	Politics, Government, Law & International Affairs
1021	Politics, Government, Law & International Affairs
1022	Identity, Discrimination & Social Justice
1023	History, Geography & Cultural Heritage
1024	Finance, Business & Economics
1025	Politics, Government, Law & International Affairs
1026	History, Geography & Cultural Heritage
1027	Politics, Government, Law & International Affairs
1028	History, Geography & Cultural Heritage
1029	Science, Nature & Environment
1030	Health, Medicine & Mental Health
1031	History, Geography & Cultural Heritage
1032	History, Geography & Cultural Heritage
1033	History, Geography & Cultural Heritage
1034	Politics, Government, Law & International Affairs
1035	History, Geography & Cultural Heritage
1036	Health, Medicine & Mental Health
1037	Science, Nature & Environment
1038	Politics, Government, Law & International Affairs
1039	Science, Nature & Environment
1040	Health, Medicine & Mental Health
1041	Health, Medicine & Mental Health
1042	Health, Medicine & Mental Health
1043	Health, Medicine & Mental Health
1044	Health, Medicine & Mental Health
1045	Health, Medicine & Mental Health
1046	Drugs, Alcohol & Addiction
1047	Technology, AI & Cybersecurity
1048	Drugs, Alcohol & Addiction
1049	Drugs, Alcohol & Addiction
1050	Drugs, Alcohol & Addiction
1051	Drugs, Alcohol & Addiction
1052	Drugs, Alcohol & Addiction
1053	Finance, Business & Economics
1054	Finance, Business & Economics
1055	Lifestyle, Food, Sports & Recreation
1056	Finance, Business & Economics
1057	Arts, Media, Literature & Language
1058	Finance, Business & Economics
1059	Finance, Business & Economics
1060	Arts, Media, Literature & Language
1061	Finance, Business & Economics
1062	Finance, Business & Economics
1063	Technology, AI & Cybersecurity
1064	Technology, AI & Cybersecurity
1065	Politics, Government, Law & International Affairs
1066	Politics, Government, Law & International Affairs
1067	Politics, Government, Law & International Affairs
1068	Politics, Government, Law & International Affairs
1069	Politics, Government, Law & International Affairs
1070	Science, Nature & Environment
1071	Science, Nature & Environment
1072	Politics, Government, Law & International Affairs
1073	Religion, Philosophy & Ethics
1074	Technology, AI & Cybersecurity
1075	Technology, AI & Cybersecurity
1076	Technology, AI & Cybersecurity
1077	Technology, AI & Cybersecurity
1078	Technology, AI & Cybersecurity
1079	Technology, AI & Cybersecurity
1080	Technology, AI & Cybersecurity
1081	Technology, AI & Cybersecurity
1082	Health, Medicine & Mental Health
1083	Health, Medicine & Mental Health
1084	Health, Medicine & Mental Health
1085	Relationships, Family & Personal Life
1086	Finance, Business & Economics
1087	Health, Medicine & Mental Health
1088	Relationships, Family & Personal Life
1089	Education, Employment & Workplace
1090	Relationships, Family & Personal Life
1091	Relationships, Family & Personal Life
1092	Relationships, Family & Personal Life
1093	Technology, AI & Cybersecurity
1094	Technology, AI & Cybersecurity
1095	Technology, AI & Cybersecurity
1096	Technology, AI & Cybersecurity
1097	Technology, AI & Cybersecurity
1098	Technology, AI & Cybersecurity
1099	Technology, AI & Cybersecurity
1100	Technology, AI & Cybersecurity
1101	Technology, AI & Cybersecurity
1102	Technology, AI & Cybersecurity
1103	Technology, AI & Cybersecurity
1104	Technology, AI & Cybersecurity
1105	Technology, AI & Cybersecurity
1106	Technology, AI & Cybersecurity
1107	Technology, AI & Cybersecurity
1108	Technology, AI & Cybersecurity
1109	Technology, AI & Cybersecurity
1110	Technology, AI & Cybersecurity
1111	Technology, AI & Cybersecurity
1112	Technology, AI & Cybersecurity
1113	Technology, AI & Cybersecurity
1114	Technology, AI & Cybersecurity
1115	Technology, AI & Cybersecurity
1116	Technology, AI & Cybersecurity
1117	Technology, AI & Cybersecurity
1118	Technology, AI & Cybersecurity
1119	Technology, AI & Cybersecurity
1120	Technology, AI & Cybersecurity
1121	Technology, AI & Cybersecurity
1122	Technology, AI & Cybersecurity
1123	Technology, AI & Cybersecurity
1124	Technology, AI & Cybersecurity
1125	Technology, AI & Cybersecurity
1126	Technology, AI & Cybersecurity
1127	Technology, AI & Cybersecurity
1128	Technology, AI & Cybersecurity
1129	Technology, AI & Cybersecurity
1130	Technology, AI & Cybersecurity
1131	Technology, AI & Cybersecurity
1132	Technology, AI & Cybersecurity
1133	Technology, AI & Cybersecurity
1134	Technology, AI & Cybersecurity
1135	History, Geography & Cultural Heritage
1136	Arts, Media, Literature & Language
1137	Health, Medicine & Mental Health
1138	History, Geography & Cultural Heritage
1139	Arts, Media, Literature & Language
1140	Arts, Media, Literature & Language
1141	Arts, Media, Literature & Language
1142	Arts, Media, Literature & Language
1143	History, Geography & Cultural Heritage
1144	Arts, Media, Literature & Language
1145	Arts, Media, Literature & Language
1146	Lifestyle, Food, Sports & Recreation
1147	Arts, Media, Literature & Language
1148	Lifestyle, Food, Sports & Recreation
1149	Religion, Philosophy & Ethics
1150	Arts, Media, Literature & Language
1151	Health, Medicine & Mental Health
1152	Arts, Media, Literature & Language
1153	History, Geography & Cultural Heritage
1154	History, Geography & Cultural Heritage
1155	History, Geography & Cultural Heritage
1156	Arts, Media, Literature & Language
1157	History, Geography & Cultural Heritage
1158	Arts, Media, Literature & Language
1159	Health, Medicine & Mental Health
1160	Arts, Media, Literature & Language
1161	Arts, Media, Literature & Language
1162	Arts, Media, Literature & Language
1163	Arts, Media, Literature & Language
1164	Lifestyle, Food, Sports & Recreation
1165	Arts, Media, Literature & Language
1166	Arts, Media, Literature & Language
1167	Arts, Media, Literature & Language
1168	Arts, Media, Literature & Language
1169	History, Geography & Cultural Heritage
1170	Science, Nature & Environment
1171	History, Geography & Cultural Heritage
1172	History, Geography & Cultural Heritage
1173	Health, Medicine & Mental Health
1174	Science, Nature & Environment
1175	History, Geography & Cultural Heritage
1176	Arts, Media, Literature & Language
1177	Arts, Media, Literature & Language
1178	Arts, Media, Literature & Language
1179	Arts, Media, Literature & Language
1180	History, Geography & Cultural Heritage
1181	Arts, Media, Literature & Language
1182	Arts, Media, Literature & Language
1183	History, Geography & Cultural Heritage
1184	Lifestyle, Food, Sports & Recreation
1185	Health, Medicine & Mental Health
1186	Arts, Media, Literature & Language
1187	Arts, Media, Literature & Language
1188	History, Geography & Cultural Heritage
1189	Arts, Media, Literature & Language
1190	History, Geography & Cultural Heritage
1191	Arts, Media, Literature & Language
1192	History, Geography & Cultural Heritage
1193	Lifestyle, Food, Sports & Recreation
1194	Religion, Philosophy & Ethics
1195	History, Geography & Cultural Heritage
1196	History, Geography & Cultural Heritage
1197	Science, Nature & Environment
1198	History, Geography & Cultural Heritage
1199	History, Geography & Cultural Heritage
1200	Health, Medicine & Mental Health
1201	Arts, Media, Literature & Language
1202	Health, Medicine & Mental Health
1203	Lifestyle, Food, Sports & Recreation
1204	Arts, Media, Literature & Language
1205	Arts, Media, Literature & Language
1206	Arts, Media, Literature & Language
1207	Arts, Media, Literature & Language
1208	Health, Medicine & Mental Health
1209	Arts, Media, Literature & Language
1210	Arts, Media, Literature & Language
1211	History, Geography & Cultural Heritage
1212	Health, Medicine & Mental Health
1213	Arts, Media, Literature & Language
1214	History, Geography & Cultural Heritage
1215	Lifestyle, Food, Sports & Recreation
1216	History, Geography & Cultural Heritage
1217	History, Geography & Cultural Heritage
1218	Arts, Media, Literature & Language
1219	History, Geography & Cultural Heritage
1220	Arts, Media, Literature & Language
1221	No Discernible Subject
1222	Arts, Media, Literature & Language
1223	No Discernible Subject
1224	No Discernible Subject
1225	Arts, Media, Literature & Language
1226	Technology, AI & Cybersecurity
1227	Arts, Media, Literature & Language
1228	No Discernible Subject
1229	No Discernible Subject
1230	No Discernible Subject
1231	Science, Nature & Environment
1232	No Discernible Subject
1233	Finance, Business & Economics
1234	No Discernible Subject
1235	No Discernible Subject
1236	Relationships, Family & Personal Life
1237	Technology, AI & Cybersecurity
1238	Science, Nature & Environment
1239	No Discernible Subject
1240	No Discernible Subject
1241	No Discernible Subject
1242	No Discernible Subject
1243	Lifestyle, Food, Sports & Recreation
1244	No Discernible Subject
1245	No Discernible Subject
1246	Technology, AI & Cybersecurity
1247	Science, Nature & Environment
1248	No Discernible Subject
1249	No Discernible Subject
1250	Privacy & Personal Data
1251	No Discernible Subject
1252	Technology, AI & Cybersecurity
1253	Technology, AI & Cybersecurity
1254	Science, Nature & Environment
1255	Technology, AI & Cybersecurity
1256	No Discernible Subject
1257	Technology, AI & Cybersecurity
1258	No Discernible Subject
1259	Science, Nature & Environment
1260	No Discernible Subject
1261	No Discernible Subject
1262	Relationships, Family & Personal Life
1263	Science, Nature & Environment
1264	Technology, AI & Cybersecurity
1265	No Discernible Subject
1266	Technology, AI & Cybersecurity
1267	No Discernible Subject
1268	Lifestyle, Food, Sports & Recreation
1269	Science, Nature & Environment
1270	Politics, Government, Law & International Affairs
1271	Politics, Government, Law & International Affairs
1272	History, Geography & Cultural Heritage
1273	History, Geography & Cultural Heritage
1274	Finance, Business & Economics
1275	Politics, Government, Law & International Affairs
1276	Education, Employment & Workplace
1277	History, Geography & Cultural Heritage
1278	Politics, Government, Law & International Affairs
1279	History, Geography & Cultural Heritage
1280	Politics, Government, Law & International Affairs
1281	Politics, Government, Law & International Affairs
1282	Crime, Fraud & Illicit Activity
1283	Politics, Government, Law & International Affairs
1284	History, Geography & Cultural Heritage
1285	History, Geography & Cultural Heritage
1286	History, Geography & Cultural Heritage
1287	History, Geography & Cultural Heritage
1288	Science, Nature & Environment
1289	Politics, Government, Law & International Affairs
1290	History, Geography & Cultural Heritage
1291	History, Geography & Cultural Heritage
1292	Education, Employment & Workplace
1293	History, Geography & Cultural Heritage
1294	Education, Employment & Workplace
1295	History, Geography & Cultural Heritage
1296	History, Geography & Cultural Heritage
1297	Politics, Government, Law & International Affairs
1298	Science, Nature & Environment
1299	History, Geography & Cultural Heritage
1300	Science, Nature & Environment
1301	History, Geography & Cultural Heritage
1302	History, Geography & Cultural Heritage
1303	History, Geography & Cultural Heritage
1304	No Discernible Subject
1305	History, Geography & Cultural Heritage
1306	Arts, Media, Literature & Language
1307	History, Geography & Cultural Heritage
1308	History, Geography & Cultural Heritage
1309	History, Geography & Cultural Heritage
1310	Politics, Government, Law & International Affairs
1311	Lifestyle, Food, Sports & Recreation
1312	Politics, Government, Law & International Affairs
1313	Lifestyle, Food, Sports & Recreation
1314	Politics, Government, Law & International Affairs
1315	Science, Nature & Environment
1316	Politics, Government, Law & International Affairs
1317	History, Geography & Cultural Heritage
1318	Politics, Government, Law & International Affairs
1319	History, Geography & Cultural Heritage
1320	Politics, Government, Law & International Affairs
1321	Lifestyle, Food, Sports & Recreation
1322	Politics, Government, Law & International Affairs
1323	Lifestyle, Food, Sports & Recreation
1324	Lifestyle, Food, Sports & Recreation
1325	Lifestyle, Food, Sports & Recreation
1326	Politics, Government, Law & International Affairs
1327	Politics, Government, Law & International Affairs
1328	History, Geography & Cultural Heritage
1329	Science, Nature & Environment
1330	History, Geography & Cultural Heritage
1331	History, Geography & Cultural Heritage
1332	History, Geography & Cultural Heritage
1333	Politics, Government, Law & International Affairs
1334	History, Geography & Cultural Heritage
1335	History, Geography & Cultural Heritage
1336	History, Geography & Cultural Heritage
1337	History, Geography & Cultural Heritage
1338	Politics, Government, Law & International Affairs
1339	History, Geography & Cultural Heritage
1340	Lifestyle, Food, Sports & Recreation
1341	History, Geography & Cultural Heritage
1342	History, Geography & Cultural Heritage
1343	History, Geography & Cultural Heritage
1344	History, Geography & Cultural Heritage
1345	History, Geography & Cultural Heritage
1346	Politics, Government, Law & International Affairs
1347	Science, Nature & Environment
1348	Lifestyle, Food, Sports & Recreation
1349	History, Geography & Cultural Heritage
1350	History, Geography & Cultural Heritage
1351	History, Geography & Cultural Heritage
1352	Finance, Business & Economics
1353	Science, Nature & Environment
1354	Politics, Government, Law & International Affairs
1355	No Discernible Subject
1356	History, Geography & Cultural Heritage
1357	Lifestyle, Food, Sports & Recreation
1358	History, Geography & Cultural Heritage
1359	Politics, Government, Law & International Affairs
1360	Relationships, Family & Personal Life
1361	Science, Nature & Environment
1362	Relationships, Family & Personal Life
1363	Relationships, Family & Personal Life
1364	Science, Nature & Environment
1365	Science, Nature & Environment
1366	History, Geography & Cultural Heritage
1367	Science, Nature & Environment
1368	Science, Nature & Environment
1369	Science, Nature & Environment
1370	Relationships, Family & Personal Life
1371	Science, Nature & Environment
1372	Health, Medicine & Mental Health
1373	History, Geography & Cultural Heritage
1374	Science, Nature & Environment
1375	Relationships, Family & Personal Life
1376	History, Geography & Cultural Heritage
1377	Science, Nature & Environment
1378	Lifestyle, Food, Sports & Recreation
1379	History, Geography & Cultural Heritage
1380	Science, Nature & Environment
1381	Science, Nature & Environment
1382	History, Geography & Cultural Heritage
1383	History, Geography & Cultural Heritage
1384	Science, Nature & Environment
1385	Science, Nature & Environment
1386	Relationships, Family & Personal Life
1387	Science, Nature & Environment
1388	Science, Nature & Environment
1389	Science, Nature & Environment
1390	Science, Nature & Environment
1391	Health, Medicine & Mental Health
1392	Science, Nature & Environment
1393	History, Geography & Cultural Heritage
1394	Science, Nature & Environment
1395	Science, Nature & Environment
1396	Science, Nature & Environment
1397	Arts, Media, Literature & Language
1398	Relationships, Family & Personal Life
1399	History, Geography & Cultural Heritage
1400	Science, Nature & Environment
1401	Arts, Media, Literature & Language
1402	History, Geography & Cultural Heritage
1403	Arts, Media, Literature & Language
1404	Science, Nature & Environment
1405	Science, Nature & Environment
1406	Science, Nature & Environment
1407	Arts, Media, Literature & Language
1408	Science, Nature & Environment
1409	Science, Nature & Environment
1410	Relationships, Family & Personal Life
1411	Relationships, Family & Personal Life
1412	Finance, Business & Economics
1413	Science, Nature & Environment
1414	Science, Nature & Environment
1415	Privacy & Personal Data
1416	Science, Nature & Environment
1417	Science, Nature & Environment
1418	Lifestyle, Food, Sports & Recreation
1419	Health, Medicine & Mental Health
1420	Relationships, Family & Personal Life
1421	Relationships, Family & Personal Life
1422	History, Geography & Cultural Heritage
1423	Science, Nature & Environment
1424	Health, Medicine & Mental Health
1425	Relationships, Family & Personal Life
1426	Arts, Media, Literature & Language
1427	Religion, Philosophy & Ethics
1428	Relationships, Family & Personal Life
1429	Arts, Media, Literature & Language
1430	Politics, Government, Law & International Affairs
1431	Arts, Media, Literature & Language
1432	Arts, Media, Literature & Language
1433	Arts, Media, Literature & Language
1434	Science, Nature & Environment
1435	Arts, Media, Literature & Language
1436	Arts, Media, Literature & Language
1437	Arts, Media, Literature & Language
1438	Identity, Discrimination & Social Justice
1439	Arts, Media, Literature & Language
1440	Lifestyle, Food, Sports & Recreation
1441	Arts, Media, Literature & Language
1442	Arts, Media, Literature & Language
1443	Science, Nature & Environment
1444	Arts, Media, Literature & Language
1445	Arts, Media, Literature & Language
1446	History, Geography & Cultural Heritage
1447	Arts, Media, Literature & Language
1448	Lifestyle, Food, Sports & Recreation
1449	Arts, Media, Literature & Language
1450	History, Geography & Cultural Heritage
1451	Lifestyle, Food, Sports & Recreation
1452	Religion, Philosophy & Ethics
1453	Arts, Media, Literature & Language
1454	Science, Nature & Environment
1455	Politics, Government, Law & International Affairs
1456	Arts, Media, Literature & Language
1457	History, Geography & Cultural Heritage
1458	Arts, Media, Literature & Language
1459	Arts, Media, Literature & Language
1460	Science, Nature & Environment
1461	Lifestyle, Food, Sports & Recreation
1462	Lifestyle, Food, Sports & Recreation
1463	Science, Nature & Environment
1464	Religion, Philosophy & Ethics
1465	History, Geography & Cultural Heritage
1466	Technology, AI & Cybersecurity
1467	Science, Nature & Environment
1468	Arts, Media, Literature & Language
1469	History, Geography & Cultural Heritage
1470	Arts, Media, Literature & Language
1471	Relationships, Family & Personal Life
1472	Lifestyle, Food, Sports & Recreation
1473	Arts, Media, Literature & Language
1474	Arts, Media, Literature & Language
1475	History, Geography & Cultural Heritage
1476	History, Geography & Cultural Heritage
1477	Religion, Philosophy & Ethics
1478	Arts, Media, Literature & Language
1479	Education, Employment & Workplace
1480	History, Geography & Cultural Heritage
1481	Arts, Media, Literature & Language
1482	Arts, Media, Literature & Language
1483	Health, Medicine & Mental Health
1484	Identity, Discrimination & Social Justice
1485	Arts, Media, Literature & Language
1486	History, Geography & Cultural Heritage
1487	Technology, AI & Cybersecurity
1488	Lifestyle, Food, Sports & Recreation
1489	Arts, Media, Literature & Language
1490	Technology, AI & Cybersecurity
1491	Arts, Media, Literature & Language
1492	Arts, Media, Literature & Language
1493	Lifestyle, Food, Sports & Recreation
1494	Science, Nature & Environment
1495	Lifestyle, Food, Sports & Recreation
1496	Arts, Media, Literature & Language
1497	Arts, Media, Literature & Language
1498	Finance, Business & Economics
1499	Science, Nature & Environment
1500	Arts, Media, Literature & Language
1501	Religion, Philosophy & Ethics
1502	Drugs, Alcohol & Addiction
1503	Privacy & Personal Data
1504	Violence, Weapons & Physical Safety
1505	Health, Medicine & Mental Health
1506	Health, Medicine & Mental Health
1507	Technology, AI & Cybersecurity
1508	Health, Medicine & Mental Health
1509	Health, Medicine & Mental Health
1510	Health, Medicine & Mental Health
1511	Violence, Weapons & Physical Safety
1512	Relationships, Family & Personal Life
1513	Lifestyle, Food, Sports & Recreation
1514	Violence, Weapons & Physical Safety
1515	Drugs, Alcohol & Addiction
1516	Drugs, Alcohol & Addiction
1517	Violence, Weapons & Physical Safety
1518	Health, Medicine & Mental Health
1519	Drugs, Alcohol & Addiction
1520	Health, Medicine & Mental Health
1521	Health, Medicine & Mental Health
1522	Science, Nature & Environment
1523	Health, Medicine & Mental Health
1524	Health, Medicine & Mental Health
1525	Violence, Weapons & Physical Safety
1526	Health, Medicine & Mental Health
1527	Crime, Fraud & Illicit Activity
1528	Violence, Weapons & Physical Safety
1529	Health, Medicine & Mental Health
1530	Health, Medicine & Mental Health
1531	Health, Medicine & Mental Health
1532	Drugs, Alcohol & Addiction
1533	Violence, Weapons & Physical Safety
1534	Health, Medicine & Mental Health
1535	Violence, Weapons & Physical Safety
1536	Health, Medicine & Mental Health
1537	Drugs, Alcohol & Addiction
1538	Health, Medicine & Mental Health
1539	Health, Medicine & Mental Health
1540	Health, Medicine & Mental Health
1541	Health, Medicine & Mental Health
1542	Drugs, Alcohol & Addiction
1543	Health, Medicine & Mental Health
1544	Drugs, Alcohol & Addiction
1545	Health, Medicine & Mental Health
1546	Health, Medicine & Mental Health
1547	Drugs, Alcohol & Addiction
1548	Health, Medicine & Mental Health
1549	Health, Medicine & Mental Health
1550	Health, Medicine & Mental Health
1551	Health, Medicine & Mental Health
1552	Crime, Fraud & Illicit Activity
1553	Crime, Fraud & Illicit Activity
1554	Health, Medicine & Mental Health
1555	Drugs, Alcohol & Addiction
1556	Lifestyle, Food, Sports & Recreation
1557	Health, Medicine & Mental Health
1558	Health, Medicine & Mental Health
1559	Drugs, Alcohol & Addiction
1560	Technology, AI & Cybersecurity
1561	Crime, Fraud & Illicit Activity
1562	Relationships, Family & Personal Life
1563	Health, Medicine & Mental Health
1564	Violence, Weapons & Physical Safety
1565	Technology, AI & Cybersecurity
1566	Technology, AI & Cybersecurity
1567	Health, Medicine & Mental Health
1568	Health, Medicine & Mental Health
1569	Health, Medicine & Mental Health
1570	Drugs, Alcohol & Addiction
1571	Health, Medicine & Mental Health
1572	Health, Medicine & Mental Health
1573	Violence, Weapons & Physical Safety
1574	Health, Medicine & Mental Health
1575	Relationships, Family & Personal Life
1576	Health, Medicine & Mental Health
1577	Health, Medicine & Mental Health
1578	Violence, Weapons & Physical Safety
1579	Violence, Weapons & Physical Safety
1580	Health, Medicine & Mental Health
1581	Health, Medicine & Mental Health
1582	Health, Medicine & Mental Health
1583	Crime, Fraud & Illicit Activity
1584	Health, Medicine & Mental Health
1585	Health, Medicine & Mental Health
1586	Privacy & Personal Data
1587	Privacy & Personal Data
1588	Privacy & Personal Data
1589	Privacy & Personal Data
1590	Privacy & Personal Data
1591	Privacy & Personal Data
1592	Privacy & Personal Data
1593	Privacy & Personal Data
1594	Privacy & Personal Data
1595	Privacy & Personal Data
1596	Privacy & Personal Data
1597	Privacy & Personal Data
1598	Technology, AI & Cybersecurity
1599	Privacy & Personal Data
1600	Privacy & Personal Data
1601	Privacy & Personal Data
1602	Privacy & Personal Data
1603	Privacy & Personal Data
1604	Privacy & Personal Data
1605	Privacy & Personal Data
1606	Privacy & Personal Data
1607	Privacy & Personal Data
1608	Privacy & Personal Data
1609	Privacy & Personal Data
1610	Privacy & Personal Data
1611	Privacy & Personal Data
1612	Privacy & Personal Data
1613	Privacy & Personal Data
1614	Privacy & Personal Data
1615	Privacy & Personal Data
1616	Privacy & Personal Data
1617	Privacy & Personal Data
1618	Privacy & Personal Data
1619	Privacy & Personal Data
1620	Privacy & Personal Data
1621	Privacy & Personal Data
1622	Privacy & Personal Data
1623	Privacy & Personal Data
1624	Privacy & Personal Data
1625	Privacy & Personal Data
1626	Privacy & Personal Data
1627	Privacy & Personal Data
1628	Privacy & Personal Data
1629	Privacy & Personal Data
1630	Technology, AI & Cybersecurity
1631	Privacy & Personal Data
1632	Privacy & Personal Data
1633	Privacy & Personal Data
1634	Privacy & Personal Data
1635	Privacy & Personal Data
1636	Privacy & Personal Data
1637	Privacy & Personal Data
1638	Privacy & Personal Data
1639	Privacy & Personal Data
1640	Privacy & Personal Data
1641	Privacy & Personal Data
1642	Privacy & Personal Data
1643	Privacy & Personal Data
1644	Privacy & Personal Data
1645	Privacy & Personal Data
1646	Privacy & Personal Data
1647	Privacy & Personal Data
1648	Privacy & Personal Data
1649	Privacy & Personal Data
1650	Privacy & Personal Data
1651	Privacy & Personal Data
1652	Privacy & Personal Data
1653	Privacy & Personal Data
1654	Privacy & Personal Data
1655	Privacy & Personal Data
1656	Privacy & Personal Data
1657	Privacy & Personal Data
1658	Privacy & Personal Data
1659	Privacy & Personal Data
1660	Privacy & Personal Data
1661	Privacy & Personal Data
1662	Privacy & Personal Data
1663	Privacy & Personal Data
1664	Privacy & Personal Data
1665	Privacy & Personal Data
